system,feature,effect_size_cohens_d,ci_low,ci_high,p_value,q_value_fdr,higher_in,significant_q05,analysis_type
rna,EDDM13,0.14,0.0644,0.2155,0.0661858307119348,1.0,B (lean),False,continuous
rna,FAM185A,-0.122,-0.1949,-0.0504,0.0930112066612402,1.0,A (adipose),False,continuous
rna,H4C4,0.0,-0.0042,0.0151,0.9359502952686576,1.0,A (adipose),False,continuous
rna,YTHDF2,-0.058,-0.1042,-0.0129,0.2110330597981674,1.0,A (adipose),False,continuous
rna,KANK3,-0.1071,-0.1807,-0.0373,0.126993437687036,1.0,A (adipose),False,continuous
rna,IFI44L,-0.1397,-0.2093,-0.0716,0.0423962230421798,1.0,A (adipose),False,continuous
rna,KCNJ3,0.0,0.0,0.0,0.1096161105776123,1.0,A (adipose),False,continuous
rna,ANKS1A,0.1194,0.0493,0.1878,0.094550723789838,1.0,B (lean),False,continuous
rna,SMKR1,0.0742,0.0106,0.1379,0.2529659454406274,1.0,B (lean),False,continuous
rna,TMEM169,0.0,0.0,0.059,0.5141025092789873,1.0,A (adipose),False,continuous
rna,RTN4IP1,0.056,-0.0158,0.1292,0.4407945050812393,1.0,B (lean),False,continuous
rna,BIN3,0.0086,-0.0453,0.0632,0.8785753870617626,1.0,B (lean),False,continuous
rna,GTF2B,0.0438,-0.0164,0.1071,0.4705308799807807,1.0,B (lean),False,continuous
rna,HCAR1,0.0,0.0,0.0,0.4547352924905837,1.0,A (adipose),False,continuous
rna,ATP6V0A2,-0.0097,-0.0726,0.0525,0.8822428078696773,1.0,A (adipose),False,continuous
rna,LSM14B,-0.0241,-0.0852,0.0364,0.6918002789274971,1.0,A (adipose),False,continuous
rna,TEFM,0.0257,-0.0351,0.0839,0.6670338836977749,1.0,B (lean),False,continuous
rna,UHRF1BP1,-0.1567,-0.2351,-0.0795,0.0392462782328408,1.0,A (adipose),False,continuous
rna,POU3F3,0.0,0.0,0.0,0.1126060872632735,1.0,A (adipose),False,continuous
rna,MED9,0.0961,0.0304,0.1609,0.142634013954388,1.0,B (lean),False,continuous
rna,FBLL1,0.0,0.0,0.0,0.2564636177505384,1.0,A (adipose),False,continuous
rna,AGPS,0.0614,-0.0025,0.1277,0.346945454820006,1.0,B (lean),False,continuous
rna,C10orf67,0.0,0.0,0.0,0.5837701070755206,1.0,A (adipose),False,continuous
rna,RAB2B,-0.0253,-0.0953,0.042,0.708707970542193,1.0,A (adipose),False,continuous
rna,UBL3,-0.0002,-0.0571,0.0583,0.9957850421017276,1.0,A (adipose),False,continuous
rna,ABHD1,-0.0263,-0.0643,0.0,0.2813894499593199,1.0,A (adipose),False,continuous
rna,MMUT,-0.0774,-0.1484,-0.0008,0.2969141939002138,1.0,A (adipose),False,continuous
rna,NUAK1,0.0,-0.0107,0.0,0.3150476101560785,1.0,A (adipose),False,continuous
rna,APOL2,-0.0039,-0.0646,0.0581,0.9556812526009708,1.0,A (adipose),False,continuous
rna,ADAMTSL2,0.0,0.0,0.0,0.4065130716719712,1.0,A (adipose),False,continuous
rna,CA13,-0.0543,-0.1261,0.0169,0.4527851638478967,1.0,A (adipose),False,continuous
rna,C12orf60,-0.1412,-0.2112,-0.0651,0.0440089001674964,1.0,A (adipose),False,continuous
rna,TTC38,-0.0797,-0.1468,-0.012,0.2474821617612558,1.0,A (adipose),False,continuous
rna,TMEM265,0.0,0.0,0.0,0.0727212321380412,1.0,A (adipose),False,continuous
rna,DCLRE1B,-0.021,-0.0928,0.0526,0.783384018089614,1.0,A (adipose),False,continuous
rna,CASP2,0.0753,0.0213,0.1308,0.1767307826776254,1.0,B (lean),False,continuous
rna,GMFB,0.0004,-0.0623,0.0624,0.9949420609862054,1.0,B (lean),False,continuous
rna,MAP3K21,0.0213,0.0,0.0495,0.153485642949445,1.0,B (lean),False,continuous
rna,PLXNA2,0.0,0.0,0.0379,0.6694090731490385,1.0,A (adipose),False,continuous
rna,ARHGDIB,-0.143,-0.2139,-0.0696,0.0585126781379992,1.0,A (adipose),False,continuous
rna,NIBAN3,0.0678,-0.0051,0.1374,0.3653372534846028,1.0,B (lean),False,continuous
rna,GCNT1,-0.0722,-0.1487,0.0,0.3318761194000701,1.0,A (adipose),False,continuous
rna,ELL2,0.0128,-0.0592,0.0876,0.8536413376444567,1.0,B (lean),False,continuous
rna,FAM20A,-0.0071,-0.0384,0.0,0.2018345462979202,1.0,A (adipose),False,continuous
rna,ZNF618,0.0795,0.0036,0.1579,0.2673172740592375,1.0,B (lean),False,continuous
rna,ANKRD18B,0.0,0.0,0.0,0.9090433437681444,1.0,A (adipose),False,continuous
rna,C5AR2,0.0,-0.0662,0.0415,0.8780090250547465,1.0,A (adipose),False,continuous
rna,TEP1,-0.0657,-0.132,0.0041,0.3614330181811976,1.0,A (adipose),False,continuous
rna,TRIM14,-0.1146,-0.1726,-0.0551,0.0562681399246898,1.0,A (adipose),False,continuous
rna,PREP,-0.0214,-0.0789,0.0365,0.7298863761226374,1.0,A (adipose),False,continuous
rna,ZBTB22,-0.0916,-0.1496,-0.0331,0.1222243989911489,1.0,A (adipose),False,continuous
rna,MMP19,0.0,0.0,0.0,0.7512587606173062,1.0,A (adipose),False,continuous
rna,OAS1,-0.0954,-0.1638,-0.0258,0.1819319022972839,1.0,A (adipose),False,continuous
rna,C2orf74,0.1063,0.0329,0.1826,0.1544350173842574,1.0,B (lean),False,continuous
rna,F2R,-0.0597,-0.1294,0.0083,0.391059435279311,1.0,A (adipose),False,continuous
rna,SIPA1L3,-0.0581,-0.1243,0.0083,0.386292061451611,1.0,A (adipose),False,continuous
rna,KLK10,0.0,0.0,0.0,0.3151738750522853,1.0,A (adipose),False,continuous
rna,ALG11,0.0043,-0.0506,0.0565,0.937177589812094,1.0,B (lean),False,continuous
rna,PXDNL,0.0,0.0,0.0,0.5725261704987863,1.0,A (adipose),False,continuous
rna,KIAA0232,0.0895,0.0226,0.1587,0.1880951063614157,1.0,B (lean),False,continuous
rna,NCR3,-0.0567,-0.1274,0.0145,0.4477159991260926,1.0,A (adipose),False,continuous
rna,SYDE1,0.0,0.0,0.0,0.0983788579787148,1.0,A (adipose),False,continuous
rna,MCF2L2,0.0,-0.0053,0.001,0.9253381971882292,1.0,A (adipose),False,continuous
rna,MVB12B,0.0079,-0.0643,0.0815,0.9069763241970944,1.0,B (lean),False,continuous
rna,IFNL1,0.1678,0.0932,0.2435,0.0289095977474631,1.0,B (lean),False,continuous
rna,ACP1,-0.0764,-0.1301,-0.0204,0.182208757918292,1.0,A (adipose),False,continuous
rna,PELO,-0.0127,-0.0764,0.0526,0.847349528441091,1.0,A (adipose),False,continuous
rna,TIFA,0.1766,0.1044,0.2476,0.0165837245965086,1.0,B (lean),False,continuous
rna,ZNF136,0.0425,-0.0186,0.1015,0.4903777275135293,1.0,B (lean),False,continuous
rna,C12orf65,-0.0953,-0.1588,-0.0328,0.1383667987607668,1.0,A (adipose),False,continuous
rna,ATP6V1D,-0.098,-0.159,-0.0377,0.1121005754809211,1.0,A (adipose),False,continuous
rna,BLVRA,-0.1431,-0.2117,-0.0771,0.0342879927035777,1.0,A (adipose),False,continuous
rna,CHMP5,-0.0135,-0.0681,0.0428,0.7996651706879727,1.0,A (adipose),False,continuous
rna,NUP155,-0.1289,-0.1922,-0.0651,0.0452015547241541,1.0,A (adipose),False,continuous
rna,ZNF90,0.0328,-0.0405,0.1073,0.6595195836570933,1.0,B (lean),False,continuous
rna,FAM168B,0.005,-0.0471,0.059,0.9277699266822782,1.0,B (lean),False,continuous
rna,PLPPR2,-0.0672,-0.1366,0.0002,0.3304125110187932,1.0,A (adipose),False,continuous
rna,KIF1C,-0.0031,-0.0808,0.0573,0.8822228446808371,1.0,A (adipose),False,continuous
rna,SCNN1B,0.0,0.0,0.0,0.6929300069254345,1.0,A (adipose),False,continuous
rna,TRAM1,0.0143,-0.0443,0.0746,0.8147209125207828,1.0,B (lean),False,continuous
rna,CTDNEP1,0.0269,-0.0357,0.0888,0.665190571683513,1.0,B (lean),False,continuous
rna,SS18L2,-0.0237,-0.0833,0.0361,0.6913327802075008,1.0,A (adipose),False,continuous
rna,DPYS,0.0,0.0,0.0,0.3216267539295639,1.0,A (adipose),False,continuous
rna,GPR137,0.0097,-0.0491,0.0699,0.8742445085688159,1.0,B (lean),False,continuous
rna,LOXL2,0.0,0.0,0.0182,0.5505675705909485,1.0,A (adipose),False,continuous
rna,SETD4,0.0269,-0.0378,0.091,0.6827824896692061,1.0,B (lean),False,continuous
rna,DHRS4L2,-0.0157,-0.0725,0.0429,0.7934678142089262,1.0,A (adipose),False,continuous
rna,FRRS1,0.0,-0.0201,0.0,0.560298385303842,1.0,A (adipose),False,continuous
rna,TUBB4A,0.0,-0.0615,0.0349,0.857093123370029,1.0,A (adipose),False,continuous
rna,LGR4,-0.016,-0.0355,0.0,0.1073752546042424,1.0,A (adipose),False,continuous
rna,IFT57,0.2136,0.143,0.2842,0.003323463015702,1.0,B (lean),False,continuous
rna,RBMS2,-0.0279,-0.1106,0.0393,0.6656174900410265,1.0,A (adipose),False,continuous
rna,CTRC,0.0,0.0,0.0056,0.0709713006368484,1.0,A (adipose),False,continuous
rna,TANGO6,-0.0819,-0.1453,-0.0164,0.2183725273176682,1.0,A (adipose),False,continuous
rna,CTLA4,-0.0787,-0.1536,-0.0042,0.2990973581788276,1.0,A (adipose),False,continuous
rna,CYSRT1,0.0,-0.0005,0.0,0.5403895005467394,1.0,A (adipose),False,continuous
rna,DYNC2LI1,-0.1074,-0.1742,-0.0422,0.1032740301345945,1.0,A (adipose),False,continuous
rna,MAN2B2,0.049,-0.0087,0.1084,0.4078449667473961,1.0,B (lean),False,continuous
rna,PSMB1,-0.0779,-0.1457,-0.011,0.2553422967341453,1.0,A (adipose),False,continuous
rna,TTC7B,-0.0721,-0.1537,0.0,0.3379892484562816,1.0,A (adipose),False,continuous
rna,ANKRD12,0.0435,-0.0257,0.115,0.5331884588160922,1.0,B (lean),False,continuous
rna,SH3BGRL3,-0.0494,-0.1268,0.0282,0.5309692596469081,1.0,A (adipose),False,continuous
rna,TMED2,-0.0529,-0.1121,0.0044,0.3663454191172801,1.0,A (adipose),False,continuous
rna,RBM22,0.0114,-0.0399,0.0629,0.8344613204441814,1.0,B (lean),False,continuous
rna,ZFYVE26,0.0378,-0.0312,0.108,0.5862150362912208,1.0,B (lean),False,continuous
rna,VPS51,0.0145,-0.0498,0.0795,0.8249062780011513,1.0,B (lean),False,continuous
rna,TAFA1,0.1115,0.0359,0.1865,0.1438454607582346,1.0,B (lean),False,continuous
rna,PLPP5,-0.0233,-0.0821,0.035,0.6897752364040952,1.0,A (adipose),False,continuous
rna,TACR2,0.0,0.0,0.0009,0.8828568034161128,1.0,A (adipose),False,continuous
rna,KDELR2,-0.1381,-0.1938,-0.0805,0.0197345407942798,1.0,A (adipose),False,continuous
rna,ADGRL1,0.0044,-0.0658,0.0752,0.9489492703918256,1.0,B (lean),False,continuous
rna,TRIM5,0.0442,-0.0165,0.1064,0.4798071881950201,1.0,B (lean),False,continuous
rna,FCRLB,-0.0306,-0.1004,0.0422,0.6807671333158976,1.0,A (adipose),False,continuous
rna,AC008073.3,0.0,0.0,0.0,0.4585168048385279,1.0,A (adipose),False,continuous
rna,TMED4,-0.0278,-0.0849,0.0282,0.6226235848812887,1.0,A (adipose),False,continuous
rna,AC068775.1,0.0,-0.0007,0.0014,0.9660072518476598,1.0,A (adipose),False,continuous
rna,C5orf49,0.0,0.0,0.0,0.5035516566525564,1.0,A (adipose),False,continuous
rna,MRPS35,-0.0702,-0.1215,-0.0167,0.2010300416455525,1.0,A (adipose),False,continuous
rna,ZNF555,-0.0921,-0.1684,-0.0174,0.2178091445084468,1.0,A (adipose),False,continuous
rna,RFC4,-0.0264,-0.0877,0.0343,0.6654976560497448,1.0,A (adipose),False,continuous
rna,CYP11A1,0.0,0.0,0.0,0.7275684435708513,1.0,A (adipose),False,continuous
rna,TMPRSS3,-0.083,-0.1468,-0.0254,0.0628490114208412,1.0,A (adipose),False,continuous
rna,UTP3,-0.0213,-0.08,0.0368,0.7202187706037695,1.0,A (adipose),False,continuous
rna,C9orf131,0.0,0.0,0.0,0.6217883785512743,1.0,A (adipose),False,continuous
rna,BFSP2,-0.0355,-0.1123,0.0327,0.6096729893482833,1.0,A (adipose),False,continuous
rna,GDAP1L1,0.0,0.0,0.0,0.2488063020937581,1.0,A (adipose),False,continuous
rna,CADM4,0.0,-0.0538,0.0,0.6199974701740381,1.0,A (adipose),False,continuous
rna,GREM2,0.0,0.0,0.0,0.7734987343011864,1.0,A (adipose),False,continuous
rna,ZNF484,-0.0095,-0.0883,0.0549,0.8557872617840493,1.0,A (adipose),False,continuous
rna,ALG10B,0.0434,0.0,0.1076,0.4061541491649194,1.0,B (lean),False,continuous
rna,RTF1,0.0322,-0.0258,0.0871,0.585488766201298,1.0,B (lean),False,continuous
rna,LRRC25,-0.0412,-0.1093,0.0225,0.5298614200320584,1.0,A (adipose),False,continuous
rna,ITGA2,0.0,0.0,0.0,0.7137725632776912,1.0,A (adipose),False,continuous
rna,MAD2L2,-0.0946,-0.1535,-0.0391,0.0984047743564229,1.0,A (adipose),False,continuous
rna,PRRC1,-0.095,-0.1557,-0.034,0.1216636259659013,1.0,A (adipose),False,continuous
rna,BCLAF3,-0.0769,-0.1547,-0.0038,0.2804072461708049,1.0,A (adipose),False,continuous
rna,TMEM132E,0.0,0.0,0.0,0.6740442050331901,1.0,A (adipose),False,continuous
rna,MT1M,0.0,0.0,0.0,0.2877465541038058,1.0,A (adipose),False,continuous
rna,NEDD8,-0.0947,-0.1615,-0.0291,0.1599002798004358,1.0,A (adipose),False,continuous
rna,HCCS,-0.0046,-0.0721,0.0594,0.9405396640461736,1.0,A (adipose),False,continuous
rna,PRRT1B,0.0,0.0,0.0,0.654428955919852,1.0,A (adipose),False,continuous
rna,PRKD3,-0.0826,-0.1452,-0.0202,0.1892320547892978,1.0,A (adipose),False,continuous
rna,ELMO3,0.0085,-0.0551,0.0851,0.8377439228371114,1.0,B (lean),False,continuous
rna,ARHGAP17,0.0877,0.0253,0.1491,0.1682879815214141,1.0,B (lean),False,continuous
rna,PIGS,-0.0073,-0.067,0.0517,0.907981236253975,1.0,A (adipose),False,continuous
rna,TEC,-0.0512,-0.1284,0.0,0.4195134748783835,1.0,A (adipose),False,continuous
rna,DDHD1,0.0302,-0.0352,0.0964,0.648692550827984,1.0,B (lean),False,continuous
rna,TBX15,0.0,0.0,0.0,0.7067270482947134,1.0,A (adipose),False,continuous
rna,MEPCE,0.1235,0.0609,0.1903,0.0549989458308016,1.0,B (lean),False,continuous
rna,GMCL1,0.0309,-0.0281,0.0877,0.6151746170218779,1.0,B (lean),False,continuous
rna,DACT3,0.0,0.0,0.0,0.1970818096759076,1.0,A (adipose),False,continuous
rna,C1orf167,0.0015,0.0,0.0082,0.0262917067850284,1.0,B (lean),False,continuous
rna,FAM167A,-0.028,-0.0635,0.0,0.3069531129724557,1.0,A (adipose),False,continuous
rna,ATP2B3,0.0,0.0,0.0,0.8267876580298616,1.0,A (adipose),False,continuous
rna,TCERG1L,0.0,0.0,0.0,0.7407469742281141,1.0,A (adipose),False,continuous
rna,ZBTB41,0.0357,-0.0349,0.1106,0.6281478847154469,1.0,B (lean),False,continuous
rna,ENPP2,0.0,-0.0451,0.0121,0.754961087196185,1.0,A (adipose),False,continuous
rna,SLC26A8,0.0,0.0,0.0,0.7754482168197525,1.0,A (adipose),False,continuous
rna,SRPK3,0.0,0.0,0.0,0.9592899072949144,1.0,A (adipose),False,continuous
rna,AC073896.1,0.0,0.0,0.0,0.1162856338644381,1.0,A (adipose),False,continuous
rna,RGS7BP,0.0,0.0,0.0,0.4988585667835364,1.0,A (adipose),False,continuous
rna,ADAMDEC1,0.0,-0.0048,0.0,0.4610215692533334,1.0,A (adipose),False,continuous
rna,CKLF,-0.0398,-0.1031,0.0235,0.5539358620999094,1.0,A (adipose),False,continuous
rna,JMJD7-PLA2G4B,0.0,0.0,0.0,0.3481407847926691,1.0,A (adipose),False,continuous
rna,CCL25,0.0112,0.0,0.0205,0.0148322901981825,1.0,B (lean),False,continuous
rna,DIS3,-0.0045,-0.0679,0.0591,0.9479398721400428,1.0,A (adipose),False,continuous
rna,HR,0.0,0.0,0.0,0.7940476468396104,1.0,A (adipose),False,continuous
rna,FARSA,-0.0929,-0.1457,-0.0405,0.0941762611628563,1.0,A (adipose),False,continuous
rna,EIF4H,-0.0508,-0.114,0.0131,0.4322012352908811,1.0,A (adipose),False,continuous
rna,CEACAM21,0.0072,-0.0565,0.0708,0.9066415549166494,1.0,B (lean),False,continuous
rna,GLRX,-0.099,-0.167,-0.0283,0.1634463463174141,1.0,A (adipose),False,continuous
rna,FOXN3,-0.0412,-0.0979,0.0146,0.4619973886256743,1.0,A (adipose),False,continuous
rna,ZNF462,0.0,0.0,0.0,0.5522832535732236,1.0,A (adipose),False,continuous
rna,MYT1,0.0,0.0,0.0,0.8097726963194959,1.0,A (adipose),False,continuous
rna,EOLA1,-0.0244,-0.0877,0.0369,0.6999223507167689,1.0,A (adipose),False,continuous
rna,ZNF329,-0.0841,-0.154,-0.0141,0.236094204355959,1.0,A (adipose),False,continuous
rna,MEIG1,0.0,-0.0506,0.0508,0.9831313243219576,1.0,A (adipose),False,continuous
rna,ZXDC,0.0167,-0.0479,0.0853,0.7977067184558767,1.0,B (lean),False,continuous
rna,KIFC1,-0.0717,-0.1573,0.0,0.3032316377812373,1.0,A (adipose),False,continuous
rna,ATF4,0.0479,-0.0198,0.1164,0.4913086230450425,1.0,B (lean),False,continuous
rna,ZMAT5,-0.0393,-0.0966,0.0201,0.5095804583769716,1.0,A (adipose),False,continuous
rna,BLZF1,0.0094,-0.0512,0.0682,0.8825763439378276,1.0,B (lean),False,continuous
rna,GSAP,0.0162,-0.0462,0.0775,0.7999917008027707,1.0,B (lean),False,continuous
rna,CPAMD8,0.0012,-0.0729,0.0796,0.9575316876423028,1.0,B (lean),False,continuous
rna,MORN1,-0.0071,-0.082,0.044,0.799787169555559,1.0,A (adipose),False,continuous
rna,UBTF,-0.0116,-0.076,0.0509,0.8596148370842663,1.0,A (adipose),False,continuous
rna,FAM76B,-0.0362,-0.0942,0.0208,0.5188480094738213,1.0,A (adipose),False,continuous
rna,FOXRED2,-0.1041,-0.1828,-0.025,0.1148767594758731,1.0,A (adipose),False,continuous
rna,HMGN3,-0.1234,-0.1917,-0.057,0.0726444141154508,1.0,A (adipose),False,continuous
rna,HOXB3,0.01,-0.0396,0.0794,0.7734458395208503,1.0,B (lean),False,continuous
rna,LRIG3,0.0,0.0,0.0,0.9614670825014436,1.0,A (adipose),False,continuous
rna,TEDDM1,0.0,0.0,0.0,0.1939935657422289,1.0,A (adipose),False,continuous
rna,BCDIN3D,0.0,-0.0776,0.065,0.9366663202784732,1.0,A (adipose),False,continuous
rna,DLGAP3,0.0014,-0.0689,0.0798,0.9539962380973648,1.0,B (lean),False,continuous
rna,CRB1,0.0,0.0,0.0,0.7095170385106657,1.0,A (adipose),False,continuous
rna,FBXO11,-0.0195,-0.0795,0.0421,0.7562485039941874,1.0,A (adipose),False,continuous
rna,TMCO3,-0.0334,-0.0945,0.0284,0.598926626391717,1.0,A (adipose),False,continuous
rna,TRNT1,-0.0098,-0.0713,0.0503,0.8825763504542349,1.0,A (adipose),False,continuous
rna,ANLN,0.0,0.0,0.0,0.9409064465121356,1.0,A (adipose),False,continuous
rna,TDRD12,0.0,0.0,0.0,0.5328600117413087,1.0,A (adipose),False,continuous
rna,SYT7,0.0,0.0,0.0,0.2734716899665637,1.0,A (adipose),False,continuous
rna,OR4D1,0.0881,0.0079,0.1727,0.2351806279125858,1.0,B (lean),False,continuous
rna,PYROXD1,0.017,-0.0414,0.074,0.7684892955012337,1.0,B (lean),False,continuous
rna,FUOM,-0.0062,-0.0634,0.0511,0.9136777568379124,1.0,A (adipose),False,continuous
rna,AC003002.3,0.0,0.0,0.0,0.7564381101938518,1.0,A (adipose),False,continuous
rna,TNFRSF10B,-0.0581,-0.1195,0.0059,0.3809857469179473,1.0,A (adipose),False,continuous
rna,NPHP3,0.0107,-0.0581,0.0817,0.8739115142690095,1.0,B (lean),False,continuous
rna,SSR1,-0.0413,-0.102,0.0175,0.4873259671284722,1.0,A (adipose),False,continuous
rna,CREB3L1,0.0,0.0,0.0,0.4640849223992515,1.0,A (adipose),False,continuous
rna,ZNF600,0.0399,-0.0334,0.1109,0.6082085496949461,1.0,B (lean),False,continuous
rna,ZAR1L,0.0,0.0,0.0,0.9760415416304388,1.0,A (adipose),False,continuous
rna,ARL9,0.0,0.0,0.0,0.5881752234334795,1.0,A (adipose),False,continuous
rna,LACC1,0.0003,-0.067,0.0857,0.9481048549028166,1.0,B (lean),False,continuous
rna,MEX3B,-0.0052,-0.017,0.0,0.0721551154939935,1.0,A (adipose),False,continuous
rna,ZNHIT6,0.0,-0.019,0.0,0.3298951864129771,1.0,A (adipose),False,continuous
rna,PRSS27,0.0,-0.0009,0.0101,0.8788693982530803,1.0,A (adipose),False,continuous
rna,CA6,-0.0668,-0.1391,0.0,0.2790981151260101,1.0,A (adipose),False,continuous
rna,WDR37,-0.0224,-0.0875,0.043,0.7365679339539779,1.0,A (adipose),False,continuous
rna,INAVA,0.0,0.0,0.0,0.803444031097078,1.0,A (adipose),False,continuous
rna,NUP42,-0.057,-0.1169,0.0013,0.3396286714745282,1.0,A (adipose),False,continuous
rna,LILRA4,0.0081,-0.0599,0.0777,0.904967326081396,1.0,B (lean),False,continuous
rna,CHPF,0.0165,-0.0499,0.085,0.8142288243930301,1.0,B (lean),False,continuous
rna,C8orf76,-0.0319,-0.0928,0.0276,0.5973125908023027,1.0,A (adipose),False,continuous
rna,TRIB1,-0.0444,-0.1152,0.0261,0.5206292916366224,1.0,A (adipose),False,continuous
rna,LDLRAD2,0.0,0.0,0.0025,0.0774231665223377,1.0,A (adipose),False,continuous
rna,CACHD1,0.0,0.0,0.0,0.8209299546161081,1.0,A (adipose),False,continuous
rna,CCT4,-0.1156,-0.1753,-0.0561,0.0587948689616574,1.0,A (adipose),False,continuous
rna,CD2BP2,-0.1188,-0.1717,-0.0664,0.0257240838534264,1.0,A (adipose),False,continuous
rna,RRNAD1,-0.1041,-0.1692,-0.039,0.1208514548287554,1.0,A (adipose),False,continuous
rna,KRT80,0.0,0.0,0.0,0.8379480490965662,1.0,A (adipose),False,continuous
rna,E2F3,-0.0216,-0.0886,0.0429,0.7392778112891903,1.0,A (adipose),False,continuous
rna,EPHB4,-0.1285,-0.2024,-0.0527,0.0512928709576469,1.0,A (adipose),False,continuous
rna,HOXC6,0.0,0.0,0.0,0.7929425011893819,1.0,A (adipose),False,continuous
rna,SLC6A16,0.0418,-0.0262,0.1211,0.5526406866460647,1.0,B (lean),False,continuous
rna,ARHGAP8,0.0,0.0,0.0,0.5598606708971336,1.0,A (adipose),False,continuous
rna,PSMG3,-0.0089,-0.0626,0.0439,0.8772424162308885,1.0,A (adipose),False,continuous
rna,IQSEC2,-0.1014,-0.1763,-0.0249,0.1801342068472109,1.0,A (adipose),False,continuous
rna,PCOLCE,-0.0115,-0.0892,0.0423,0.7652304020756343,1.0,A (adipose),False,continuous
rna,C1QTNF4,0.0,0.0,0.0049,0.5282775475734585,1.0,A (adipose),False,continuous
rna,FOXJ1,0.0,-0.0007,0.0,0.6022467161169868,1.0,A (adipose),False,continuous
rna,KHK,0.0425,-0.0236,0.1109,0.529031265824735,1.0,B (lean),False,continuous
rna,MRPL28,-0.0084,-0.0736,0.0571,0.9032935216778352,1.0,A (adipose),False,continuous
rna,BNIP1,0.0124,-0.0523,0.0699,0.854306608174646,1.0,B (lean),False,continuous
rna,MFSD5,-0.0535,-0.1156,0.0126,0.437421048930417,1.0,A (adipose),False,continuous
rna,ALDH18A1,-0.0144,-0.0787,0.0519,0.8263872936224539,1.0,A (adipose),False,continuous
rna,ZNF470,0.0554,0.0024,0.1087,0.0561520888040798,1.0,B (lean),False,continuous
rna,TTC39B,0.0442,-0.0231,0.1117,0.5213156773827474,1.0,B (lean),False,continuous
rna,AC010531.1,0.0,0.0,0.0,0.4244507869965033,1.0,A (adipose),False,continuous
rna,CHCHD4,-0.1371,-0.1976,-0.0751,0.0316847921984622,1.0,A (adipose),False,continuous
rna,SMAD6,0.0,0.0,0.0,0.4955248716626893,1.0,A (adipose),False,continuous
rna,ITGB8,0.0,0.0,0.0,0.2851923474224913,1.0,A (adipose),False,continuous
rna,UBE4A,-0.0275,-0.0873,0.0326,0.6601318205494551,1.0,A (adipose),False,continuous
rna,DVL2,0.0725,0.0115,0.1329,0.2461887828893946,1.0,B (lean),False,continuous
rna,MT2A,-0.0496,-0.1228,0.0215,0.4913086230450425,1.0,A (adipose),False,continuous
rna,NBPF15,-0.018,-0.0937,0.0542,0.8021076235872366,1.0,A (adipose),False,continuous
rna,C2orf69,0.0005,-0.0604,0.06,0.9919073762510484,1.0,B (lean),False,continuous
rna,PDSS2,-0.0917,-0.1591,-0.0243,0.175650064839634,1.0,A (adipose),False,continuous
rna,ZNF343,0.0309,-0.0374,0.1069,0.6598227067372072,1.0,B (lean),False,continuous
rna,B9D2,0.0748,0.0127,0.1341,0.2355947727867368,1.0,B (lean),False,continuous
rna,OTOF,0.0,0.0,0.0,0.7481978126124966,1.0,A (adipose),False,continuous
rna,GSTA2,0.0,0.0,0.0,0.3483931515065116,1.0,A (adipose),False,continuous
rna,KCNQ1,-0.0579,-0.1235,0.0074,0.3851347062155136,1.0,A (adipose),False,continuous
rna,RPSA,0.0293,-0.044,0.0989,0.7028988450172247,1.0,B (lean),False,continuous
rna,H2BC4,0.0852,0.0105,0.1611,0.264820278792677,1.0,B (lean),False,continuous
rna,TMEM275,0.0,0.0,0.0,0.8386023826751475,1.0,A (adipose),False,continuous
rna,ZNF572,0.0,-0.0134,0.0,0.3151754638606682,1.0,A (adipose),False,continuous
rna,ANKRD26,0.0322,-0.0331,0.0978,0.6259133698067434,1.0,B (lean),False,continuous
rna,BTBD17,0.0,0.0,0.0,0.7901090367270236,1.0,A (adipose),False,continuous
rna,CTSO,-0.0278,-0.0894,0.0338,0.6496047109502974,1.0,A (adipose),False,continuous
rna,GYG1,-0.0836,-0.1385,-0.0293,0.1404026360989804,1.0,A (adipose),False,continuous
rna,CISD3,0.0142,-0.0475,0.077,0.8219461170290939,1.0,B (lean),False,continuous
rna,PRDX6,-0.0279,-0.0976,0.043,0.6969507202845806,1.0,A (adipose),False,continuous
rna,SIAH3,0.0,-0.0011,0.0,0.0179302915281955,1.0,A (adipose),False,continuous
rna,AHSP,0.039,-0.0207,0.1088,0.5201676274737729,1.0,B (lean),False,continuous
rna,MAN1C1,-0.0304,-0.0975,0.0396,0.6823173946607011,1.0,A (adipose),False,continuous
rna,IDE,-0.1024,-0.1674,-0.0367,0.1264686377836321,1.0,A (adipose),False,continuous
rna,SLC12A2,-0.0011,-0.0699,0.0676,0.98634412682944,1.0,A (adipose),False,continuous
rna,AGO3,-0.0811,-0.1457,-0.0181,0.2070503110543257,1.0,A (adipose),False,continuous
rna,AC002996.1,0.0334,0.0015,0.0833,0.0322587382557691,1.0,B (lean),False,continuous
rna,PSMD12,-0.0111,-0.0702,0.0439,0.8430487834050913,1.0,A (adipose),False,continuous
rna,ZNF791,-0.0216,-0.0942,0.049,0.7621996336910319,1.0,A (adipose),False,continuous
rna,KCND1,0.0,0.0,0.0031,0.1410265637611104,1.0,A (adipose),False,continuous
rna,THAP5,-0.0669,-0.1248,-0.007,0.2765849146549951,1.0,A (adipose),False,continuous
rna,THAP12,0.0049,-0.0516,0.0609,0.9365053074206582,1.0,B (lean),False,continuous
