Feature ID,Feature,System,Feature type,Cohen's d (B − A),95% CI lower,95% CI upper,Cluster A mean,Cluster B mean,Prevalence difference (B − A),P,Adj. P,Cluster A (n),Cluster B (n),Significant (adj. P < 0.05),Unit
drive_faster_often_Most of the time,Drive faster often – Most of the time,Lifestyle,binary,,-0.016,0.016,0.0273632,0.0273973,3.41e-05,1.0,1.0,804,803,No,
drive_faster_often_Never or rarely,Drive faster often – Never or rarely,Lifestyle,binary,,-0.081,0.009,0.322139,0.286426,-0.0357,1.0,1.0,804,803,No,
drive_faster_often_dont know,Drive faster often – dont know,Lifestyle,binary,,-0.004,0.012,0.00497512,0.00871731,0.00374,1.0,1.0,804,803,No,
drive_faster_often_prefer not to answer,Drive faster often – prefer not to answer,Lifestyle,binary,,-0.011,0.008,0.00995025,0.00871731,-0.00123,1.0,1.0,804,803,No,
drive_faster_often_sometimes,Drive faster often sometimes,Lifestyle,binary,,-0.036,0.059,0.384328,0.396015,0.0117,1.0,1.0,804,803,No,
drive_faster_often_usually,Drive faster often usually,Lifestyle,binary,,-0.01,0.05,0.0982587,0.118306,0.02,1.0,1.0,804,803,No,
visit_friends_family_times_2-4 times a week,Visit friends family times – 2-4 times a week,Lifestyle,binary,,-0.069,0.022,0.329602,0.306351,-0.0233,1.0,1.0,804,803,No,
visit_friends_family_times_Almost never or never,Visit friends family times – Almost never or never,Lifestyle,binary,,-0.012,0.002,0.00746269,0.00249066,-0.00497,1.0,1.0,804,803,No,
visit_friends_family_times_Daily,Visit friends family times daily,Lifestyle,binary,,-0.009,0.039,0.0559701,0.0709838,0.015,1.0,1.0,804,803,No,
visit_friends_family_times_No family or friends outside the household,Visit friends family times – No family or friends outside the household,Lifestyle,binary,,-0.003,0.003,0.00124378,0.00124533,1.55e-06,1.0,1.0,804,803,No,
visit_friends_family_times_Once a month,Visit friends family times – Once a month,Lifestyle,binary,,-0.004,0.046,0.0597015,0.0809465,0.0212,1.0,1.0,804,803,No,
visit_friends_family_times_Once a week,Visit friends family times – Once a week,Lifestyle,binary,,-0.086,0.01,0.426617,0.388543,-0.0381,1.0,1.0,804,803,No,
visit_friends_family_times_Once every few months,Visit friends family times – Once every few months,Lifestyle,binary,,-0.008,0.016,0.0136816,0.0174346,0.00375,1.0,1.0,804,803,No,
visit_friends_family_times_dont know,Visit friends family times – dont know,Lifestyle,binary,,-0.004,0.001,0.00124378,0.0,-0.00124,1.0,1.0,804,803,No,
visit_friends_family_times_prefer not to answer,Visit friends family times – prefer not to answer,Lifestyle,binary,,-0.001,0.004,0.0,0.00124533,0.00125,1.0,1.0,804,803,No,
trouble_falling_a_sleep_From time to time,Trouble falling a sleep – From time to time,Lifestyle,binary,,-0.077,0.014,0.334577,0.302615,-0.032,1.0,1.0,804,803,No,
trouble_falling_a_sleep_Not or rarely,Trouble falling a sleep – Not or rarely,Lifestyle,binary,,0.001,0.092,0.288557,0.334994,0.0464,1.0,1.0,804,803,No,
trouble_falling_a_sleep_Usually yes,Trouble falling a sleep – Usually yes,Lifestyle,binary,,-0.061,0.024,0.25995,0.241594,-0.0184,1.0,1.0,804,803,No,
trouble_falling_a_sleep_prefer not to answer,Trouble falling a sleep – prefer not to answer,Lifestyle,binary,,-0.004,0.001,0.00124378,0.0,-0.00124,1.0,1.0,804,803,No,
manual_physical_work_Always,Manual physical work always,Lifestyle,binary,,-0.003,0.023,0.0136816,0.0236613,0.00998,1.0,1.0,804,803,No,
manual_physical_work_no,Manual physical work no,Lifestyle,binary,,-0.065,0.029,0.641791,0.62391,-0.0179,1.0,1.0,804,803,No,
manual_physical_work_prefer not to answer,Manual physical work – prefer not to answer,Lifestyle,binary,,-0.007,0.02,0.0161692,0.0224159,0.00625,1.0,1.0,804,803,No,
manual_physical_work_sometimes,Manual physical work sometimes,Lifestyle,binary,,0.003,0.064,0.090796,0.124533,0.0337,1.0,1.0,804,803,No,
manual_physical_work_usually,Manual physical work usually,Lifestyle,binary,,-0.01,0.025,0.0298507,0.0373599,0.00751,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_1-5,Climb staires tymes a day 1-5,Lifestyle,binary,,-0.105,-0.017,0.312189,0.251557,-0.0606,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_11-15,Climb staires tymes a day 11-15,Lifestyle,binary,,-0.02,0.023,0.050995,0.0523039,0.00131,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_16-20,Climb staires tymes a day 16-20,Lifestyle,binary,,0.004,0.034,0.0149254,0.0336239,0.0187,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_6-10,Climb staires tymes a day 6-10,Lifestyle,binary,,0.007,0.072,0.106965,0.146949,0.04,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_More than 20 times,Climb staires tymes a day – More than 20 times,Lifestyle,binary,,-0.01,0.067,0.176617,0.205479,0.0289,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_Zero,Climb staires tymes a day zero,Lifestyle,binary,,-0.071,0.007,0.215174,0.183064,-0.0321,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_dont know,Climb staires tymes a day – dont know,Lifestyle,binary,,-0.008,0.013,0.011194,0.0136986,0.0025,1.0,1.0,804,803,No,
climb_staires_tymes_a_day_prefer not to answer,Climb staires tymes a day – prefer not to answer,Lifestyle,binary,,-0.004,0.001,0.00124378,0.0,-0.00124,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_1-3 hours,Mobile phone use duration per week – 1-3 hours,Lifestyle,binary,,-0.051,0.029,0.216418,0.205479,-0.0109,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_30-59 minutes,Mobile phone use duration per week – 30-59 minutes,Lifestyle,binary,,-0.032,0.035,0.133085,0.134496,0.00141,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_4-6 hours,Mobile phone use duration per week – 4-6 hours,Lifestyle,binary,,-0.03,0.023,0.0833333,0.0797011,-0.00363,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_5-29 minutes,Mobile phone use duration per week – 5-29 minutes,Lifestyle,binary,,-0.028,0.034,0.11194,0.11457,0.00263,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_Less than 5 minutes,Mobile phone use duration per week – Less than 5 minutes,Lifestyle,binary,,-0.007,0.017,0.0136816,0.01868,0.005,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_More than 6 hours,Mobile phone use duration per week – More than 6 hours,Lifestyle,binary,,-0.006,0.046,0.0671642,0.0871731,0.02,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_dont know,Mobile phone use duration per week – dont know,Lifestyle,binary,,-0.024,0.007,0.0298507,0.0211706,-0.00868,1.0,1.0,804,803,No,
mobile_phone_use_duration_per_week_prefer not to answer,Mobile phone use duration per week – prefer not to answer,Lifestyle,binary,,-0.004,0.001,0.00124378,0.0,-0.00124,1.0,1.0,804,803,No,
pet_present_no,Pet present no,Lifestyle,binary,,-0.1,-0.003,0.470149,0.418431,-0.0517,1.0,1.0,804,803,No,
pet_present_yes,Pet present yes,Lifestyle,binary,,0.001,0.098,0.420398,0.469489,0.0491,1.0,1.0,804,803,No,
mobile_phone_side_of_head_Equal on both sides,Mobile phone side of head – Equal on both sides,Lifestyle,binary,,-0.005,0.04,0.0485075,0.0660025,0.0175,1.0,1.0,804,803,No,
mobile_phone_side_of_head_Left,Mobile phone side of head left,Lifestyle,binary,,-0.026,0.042,0.13806,0.145704,0.00764,1.0,1.0,804,803,No,
mobile_phone_side_of_head_Right,Mobile phone side of head right,Lifestyle,binary,,-0.039,0.057,0.411692,0.420922,0.00923,1.0,1.0,804,803,No,
mobile_phone_side_of_head_dont know,Mobile phone side of head – dont know,Lifestyle,binary,,-0.027,0.013,0.0472637,0.0398506,-0.00741,1.0,1.0,804,803,No,
mobile_phone_side_of_head_prefer not to answer,Mobile phone side of head – prefer not to answer,Lifestyle,binary,,-0.004,0.007,0.00248756,0.00373599,0.00125,1.0,1.0,804,803,No,
alcohol_drink_1-2 times a week,Alcohol drink – 1-2 times a week,Lifestyle,binary,,0.013,0.082,0.121891,0.169365,0.0475,1.0,1.0,804,803,No,
alcohol_drink_1-3 times a month,Alcohol drink – 1-3 times a month,Lifestyle,binary,,-0.088,-0.016,0.185323,0.13325,-0.0521,1.0,1.0,804,803,No,
alcohol_drink_3-4 times a week,Alcohol drink – 3-4 times a week,Lifestyle,binary,,-0.021,0.016,0.039801,0.0373599,-0.00244,1.0,1.0,804,803,No,
alcohol_drink_Daily or almost daily,Alcohol drink – Daily or almost daily,Lifestyle,binary,,-0.017,0.015,0.0273632,0.0261519,-0.00121,1.0,1.0,804,803,No,
alcohol_drink_In special cases only,Alcohol drink – In special cases only,Lifestyle,binary,,-0.024,0.052,0.180348,0.194271,0.0139,1.0,1.0,804,803,No,
alcohol_drink_Never,Alcohol drink never,Lifestyle,binary,,-0.033,0.025,0.0995025,0.0958904,-0.00361,1.0,1.0,804,803,No,
high_exercise_times_a_month_Every day,High exercise times a month – Every day,Lifestyle,binary,,-0.012,0.037,0.0609453,0.0734745,0.0125,1.0,1.0,804,803,No,
high_exercise_times_a_month_Four to five times a week,High exercise times a month – Four to five times a week,Lifestyle,binary,,0.029,0.094,0.0982587,0.159402,0.0611,1.0,1.0,804,803,No,
high_exercise_times_a_month_Once a week,High exercise times a month – Once a week,Lifestyle,binary,,-0.071,0.002,0.185323,0.150685,-0.0346,1.0,1.0,804,803,No,
high_exercise_times_a_month_Once in the last month,High exercise times a month – Once in the last month,Lifestyle,binary,,-0.047,-0.008,0.0559701,0.0286426,-0.0273,1.0,1.0,804,803,No,
high_exercise_times_a_month_Two or three times a week,High exercise times a month – Two or three times a week,Lifestyle,binary,,-0.026,0.062,0.278607,0.296389,0.0178,1.0,1.0,804,803,No,
high_exercise_times_a_month_Two or three times in the last month,High exercise times a month – Two or three times in the last month,Lifestyle,binary,,-0.054,0.01,0.133085,0.110834,-0.0223,1.0,1.0,804,803,No,
high_exercise_times_a_month_dont know,High exercise times a month – dont know,Lifestyle,binary,,-0.025,0.013,0.0435323,0.0373599,-0.00617,1.0,1.0,804,803,No,
high_exercise_times_a_month_prefer not to answer,High exercise times a month – prefer not to answer,Lifestyle,binary,,-0.001,0.004,0.0,0.00124533,0.00125,1.0,1.0,804,803,No,
why_stop_drinking_Economic reasons,Why stop drinking – Economic reasons,Lifestyle,binary,,-0.003,0.003,0.00124378,0.00124533,1.55e-06,1.0,1.0,804,803,No,
why_stop_drinking_Illness or poor health,Why stop drinking – Illness or poor health,Lifestyle,binary,,-0.025,0.002,0.0248756,0.0136986,-0.0112,1.0,1.0,804,803,No,
why_stop_drinking_Medical caution,Why stop drinking – Medical caution,Lifestyle,binary,,-0.011,0.023,0.028607,0.0348692,0.00626,1.0,1.0,804,803,No,
why_stop_drinking_On the doctors advice,Why stop drinking – On the doctors advice,Lifestyle,binary,,-0.001,0.011,0.00124378,0.00622665,0.00498,1.0,1.0,804,803,No,
why_stop_drinking_Other reasons,Why stop drinking – Other reasons,Lifestyle,binary,,-0.028,0.04,0.136816,0.143213,0.0064,1.0,1.0,804,803,No,
why_stop_drinking_dont know,Why stop drinking – dont know,Lifestyle,binary,,-0.03,0.045,0.177861,0.185554,0.00769,1.0,1.0,804,803,No,
why_stop_drinking_prefer not to answer,Why stop drinking – prefer not to answer,Lifestyle,binary,,-0.041,-0.004,0.0472637,0.0249066,-0.0224,1.0,1.0,804,803,No,
consider_yourself_morning_evening_Im more of a morning man than an evening,Consider yourself morning evening – Im more of a morning man than an evening,Lifestyle,binary,,-0.021,0.067,0.273632,0.296389,0.0228,1.0,1.0,804,803,No,
consider_yourself_morning_evening_Im more of an evening man than a morning,Consider yourself morning evening – Im more of an evening man than a morning,Lifestyle,binary,,-0.054,0.019,0.174129,0.156912,-0.0172,1.0,1.0,804,803,No,
consider_yourself_morning_evening_Im totally a morning man,Consider yourself morning evening – Im totally a morning man,Lifestyle,binary,,-0.018,0.068,0.253731,0.278954,0.0252,1.0,1.0,804,803,No,
consider_yourself_morning_evening_Im totally an evening man,Consider yourself morning evening – Im totally an evening man,Lifestyle,binary,,-0.041,0.014,0.0957711,0.0821918,-0.0136,1.0,1.0,804,803,No,
consider_yourself_morning_evening_dont know,Consider yourself morning evening – dont know,Lifestyle,binary,,-0.038,0.016,0.0883085,0.0772105,-0.0111,1.0,1.0,804,803,No,
consider_yourself_morning_evening_prefer not to answer,Consider yourself morning evening – prefer not to answer,Lifestyle,binary,,-0.005,0.003,0.00248756,0.00124533,-0.00124,1.0,1.0,804,803,No,
snoring_dont know,Snoring – dont know,Lifestyle,binary,,-0.044,0.014,0.106965,0.0921544,-0.0148,1.0,1.0,804,803,No,
snoring_no,Snoring no,Lifestyle,binary,,-0.067,0.029,0.587065,0.56787,-0.0192,1.0,1.0,804,803,No,
snoring_prefer not to answer,Snoring – prefer not to answer,Lifestyle,binary,,-0.009,0.014,0.0136816,0.0161893,0.00251,1.0,1.0,804,803,No,
snoring_yes,Snoring yes,Lifestyle,binary,,-0.009,0.064,0.15796,0.185554,0.0276,1.0,1.0,804,803,No,
nap_during_day_From time to time,Nap during day – From time to time,Lifestyle,binary,,-0.036,0.049,0.241294,0.247821,0.00653,1.0,1.0,804,803,No,
nap_during_day_Not or rarely,Nap during day – Not or rarely,Lifestyle,binary,,-0.062,0.034,0.587065,0.572852,-0.0142,1.0,1.0,804,803,No,
nap_during_day_Usually yes,Nap during day – Usually yes,Lifestyle,binary,,-0.024,0.024,0.0634328,0.0635118,7.9e-05,1.0,1.0,804,803,No,
drink_alcohol_with_meals_dont know,Drink alcohol with meals – dont know,Lifestyle,binary,,-0.004,0.016,0.00746269,0.0136986,0.00624,1.0,1.0,804,803,No,
drink_alcohol_with_meals_no,Drink alcohol with meals no,Lifestyle,binary,,-0.003,0.038,0.0360697,0.0535492,0.0175,1.0,1.0,804,803,No,
drink_alcohol_with_meals_partial,Drink alcohol with meals partial,Lifestyle,binary,,-0.043,0.031,0.176617,0.17061,-0.00601,1.0,1.0,804,803,No,
drink_alcohol_with_meals_prefer not to answer,Drink alcohol with meals – prefer not to answer,Lifestyle,binary,,-0.013,0.0,0.00746269,0.00124533,-0.00622,1.0,1.0,804,803,No,
drink_alcohol_with_meals_yes,Drink alcohol with meals yes,Lifestyle,binary,,-0.06,0.033,0.348259,0.334994,-0.0133,1.0,1.0,804,803,No,
pet_past_no,Pet past no,Lifestyle,binary,,-0.088,-0.006,0.246269,0.199253,-0.047,1.0,1.0,804,803,No,
pet_past_yes,Pet past yes,Lifestyle,binary,,-0.02,0.071,0.669154,0.694894,0.0257,1.0,1.0,804,803,No,
usual_walking_pace_Average,Usual walking pace average,Lifestyle,binary,,-0.094,0.003,0.46393,0.418431,-0.0455,1.0,1.0,804,803,No,
usual_walking_pace_Fast,Usual walking pace fast,Lifestyle,binary,,0.025,0.117,0.298507,0.369863,0.0714,1.0,1.0,804,803,No,
usual_walking_pace_Moderate,Usual walking pace moderate,Lifestyle,binary,,-0.069,-0.011,0.116915,0.0772105,-0.0397,1.0,1.0,804,803,No,
usual_walking_pace_Slow,Usual walking pace slow,Lifestyle,binary,,-0.024,-0.001,0.0211443,0.00871731,-0.0124,1.0,1.0,804,803,No,
usual_walking_pace_prefer not to answer,Usual walking pace – prefer not to answer,Lifestyle,binary,,-0.004,0.001,0.00124378,0.0,-0.00124,1.0,1.0,804,803,No,
years_using_mobile_phone_2-4 years,Years using mobile phone – 2-4 years,Lifestyle,binary,,-0.004,0.001,0.00124378,0.0,-0.00124,1.0,1.0,804,803,No,
years_using_mobile_phone_5-8 years,Years using mobile phone – 5-8 years,Lifestyle,binary,,-0.009,0.007,0.00746269,0.00622665,-0.00124,1.0,1.0,804,803,No,
years_using_mobile_phone_A year or less,Years using mobile phone – A year or less,Lifestyle,binary,,-0.001,0.004,0.0,0.00124533,0.00125,1.0,1.0,804,803,No,
years_using_mobile_phone_Over 8 years,Years using mobile phone – Over 8 years,Lifestyle,binary,,-0.039,0.055,0.634328,0.64259,0.00826,1.0,1.0,804,803,No,
years_using_mobile_phone_Uses cell phone less often than once a week,Years using mobile phone – Uses cell phone less often than once a week,Lifestyle,binary,,-0.004,0.007,0.00248756,0.00373599,0.00125,1.0,1.0,804,803,No,
years_using_mobile_phone_dont know,Years using mobile phone – dont know,Lifestyle,binary,,-0.01,0.01,0.00995025,0.00996264,1.24e-05,1.0,1.0,804,803,No,
years_using_mobile_phone_prefer not to answer,Years using mobile phone – prefer not to answer,Lifestyle,binary,,-0.004,0.001,0.00124378,0.0,-0.00124,1.0,1.0,804,803,No,
smoke_tobacco_now_Only sometimes,Smoke tobacco now – Only sometimes,Lifestyle,binary,,-0.025,0.026,0.0733831,0.0734745,9.14e-05,1.0,1.0,804,803,No,
smoke_tobacco_now_Yes  most or all days,Smoke tobacco now – Yes  most or all days,Lifestyle,binary,,0.002,0.046,0.0410448,0.0647572,0.0237,1.0,1.0,804,803,No,
smoke_tobacco_now_no,Smoke tobacco now no,Lifestyle,binary,,-0.063,0.022,0.753731,0.733499,-0.0202,1.0,1.0,804,803,No,
smoke_tobacco_now_prefer not to answer,Smoke tobacco now – prefer not to answer,Lifestyle,binary,,0.001,0.012,0.0,0.00622665,0.00623,1.0,1.0,804,803,No,
high_exercise_duration_Between 2 and 3 hours,High exercise duration – Between 2 and 3 hours,Lifestyle,binary,,-0.018,0.011,0.0236318,0.0199253,-0.00371,1.0,1.0,804,803,No,
high_exercise_duration_Between a quarter of an hour and half an hour,High exercise duration – Between a quarter of an hour and half an hour,Lifestyle,binary,,-0.042,0.023,0.131841,0.122042,-0.0098,1.0,1.0,804,803,No,
high_exercise_duration_Between an hour and a half and two hours,High exercise duration – Between an hour and a half and two hours,Lifestyle,binary,,-0.008,0.028,0.028607,0.0386052,0.01,1.0,1.0,804,803,No,
high_exercise_duration_Between an hour and an hour and a half,High exercise duration – Between an hour and an hour and a half,Lifestyle,binary,,-0.037,0.04,0.190299,0.191781,0.00148,1.0,1.0,804,803,No,
high_exercise_duration_Between half an hour and an hour,High exercise duration – Between half an hour and an hour,Lifestyle,binary,,-0.046,0.049,0.370647,0.372354,0.00171,1.0,1.0,804,803,No,
high_exercise_duration_Less than a quarter of an hour,High exercise duration – Less than a quarter of an hour,Lifestyle,binary,,-0.017,0.017,0.0310945,0.0311333,3.87e-05,1.0,1.0,804,803,No,
high_exercise_duration_Over 3 hours,High exercise duration – Over 3 hours,Lifestyle,binary,,-0.014,0.011,0.0174129,0.0161893,-0.00122,1.0,1.0,804,803,No,
high_exercise_duration_dont know,High exercise duration – dont know,Lifestyle,binary,,-0.017,0.017,0.0323383,0.0323786,4.03e-05,1.0,1.0,804,803,No,
high_exercise_duration_prefer not to answer,High exercise duration – prefer not to answer,Lifestyle,binary,,-0.001,0.006,0.0,0.00249066,0.00249,1.0,1.0,804,803,No,
falling_asleep_during_daytime_From time to time,Falling asleep during daytime – From time to time,Lifestyle,binary,,-0.033,0.034,0.134328,0.134496,0.000167,1.0,1.0,804,803,No,
falling_asleep_during_daytime_Not or rarely,Falling asleep during daytime – Not or rarely,Lifestyle,binary,,-0.05,0.037,0.732587,0.726027,-0.00656,1.0,1.0,804,803,No,
falling_asleep_during_daytime_Often,Falling asleep during daytime often,Lifestyle,binary,,-0.012,0.017,0.0199005,0.0224159,0.00252,1.0,1.0,804,803,No,
falling_asleep_during_daytime_dont know,Falling asleep during daytime – dont know,Lifestyle,binary,,-0.008,0.005,0.00497512,0.00373599,-0.00124,1.0,1.0,804,803,No,
easy_getting_up_Does not wake up easily,Easy getting up – Does not wake up easily,Lifestyle,binary,,-0.052,0.025,0.192786,0.179328,-0.0135,1.0,1.0,804,803,No,
easy_getting_up_Its very hard for me to wake up,Easy getting up – Its very hard for me to wake up,Lifestyle,binary,,-0.048,-0.002,0.0696517,0.0448319,-0.0248,1.0,1.0,804,803,No,
easy_getting_up_Wakes up pretty easily,Easy getting up – Wakes up pretty easily,Lifestyle,binary,,-0.052,0.043,0.396766,0.392279,-0.00449,1.0,1.0,804,803,No,
easy_getting_up_Wakes up very easily,Easy getting up – Wakes up very easily,Lifestyle,binary,,0.001,0.086,0.232587,0.276463,0.0439,1.0,1.0,804,803,No,
easy_getting_up_dont know,Easy getting up – dont know,Lifestyle,binary,,-0.007,0.004,0.00373134,0.00249066,-0.00124,1.0,1.0,804,803,No,
easy_getting_up_prefer not to answer,Easy getting up – prefer not to answer,Lifestyle,binary,,-0.003,0.003,0.00124378,0.00124533,1.55e-06,1.0,1.0,804,803,No,
tobacco_past_how_often_I never smoked,Tobacco past how often – I never smoked,Lifestyle,binary,,-0.08,0.017,0.450249,0.418431,-0.0318,1.0,1.0,804,803,No,
tobacco_past_how_often_I only tried once or twice,Tobacco past how often – I only tried once or twice,Lifestyle,binary,,-0.049,0.012,0.116915,0.0983811,-0.0185,1.0,1.0,804,803,No,
tobacco_past_how_often_I smoked most or all days,Tobacco past how often – I smoked most or all days,Lifestyle,binary,,-0.018,0.044,0.106965,0.119552,0.0126,1.0,1.0,804,803,No,
tobacco_past_how_often_I smoked sometimes,Tobacco past how often – I smoked sometimes,Lifestyle,binary,,-0.041,0.032,0.16791,0.163138,-0.00477,1.0,1.0,804,803,No,
tobacco_past_how_often_prefer not to answer,Tobacco past how often – prefer not to answer,Lifestyle,binary,,-0.009,0.006,0.00621891,0.00498132,-0.00124,1.0,1.0,804,803,No,
shift_work_Always,Shift work always,Lifestyle,binary,,-0.014,0.014,0.0211443,0.0211706,2.63e-05,1.0,1.0,804,803,No,
shift_work_no,Shift work no,Lifestyle,binary,,-0.028,0.064,0.65796,0.676214,0.0183,1.0,1.0,804,803,No,
shift_work_prefer not to answer,Shift work – prefer not to answer,Lifestyle,binary,,-0.011,0.016,0.0174129,0.0199253,0.00251,1.0,1.0,804,803,No,
shift_work_sometimes,Shift work sometimes,Lifestyle,binary,,-0.035,0.02,0.0883085,0.0809465,-0.00736,1.0,1.0,804,803,No,
shift_work_usually,Shift work usually,Lifestyle,binary,,-0.012,0.017,0.0223881,0.0249066,0.00252,1.0,1.0,804,803,No,
liver_sound_speed,Liver sound speed,Liver,continuous,0.235,0.147,0.323,1559.03,1565.58,,1.8e-07,2e-06,1002,1000,Yes,m/s
liver_viscosity,Liver viscosity,Liver,continuous,-0.072,-0.16,0.016,1.55742,1.54242,,0.095,0.348,1002,1000,No,
liver_elasticity,Liver elasticity,Liver,continuous,0.094,0.006,0.182,4.56523,4.64671,,0.082,0.348,1002,1000,No,
bt__alkaline_phosphatase,Alkaline phosphatase,Liver,continuous,-0.084,-0.25,0.082,59.1195,57.0775,,0.147,0.379,295,267,No,
bt__platelets,Platelets,Liver,continuous,-0.055,-0.143,0.033,240.874,236.654,,0.172,0.379,994,985,No,
bt__protein_total,Protein total,Liver,continuous,-0.05,-0.21,0.11,3.28739,3.11362,,0.439,0.804,320,283,No,
liver_attenuation,Liver attenuation,Liver,continuous,0.005,-0.082,0.093,0.385407,0.385853,,0.687,0.811,1002,1000,No,
bt__ast_got,Ast got,Liver,continuous,-0.041,-0.193,0.112,9.86,9.40581,,0.666,0.811,350,316,No,
bt__albumin,Albumin,Liver,continuous,-0.05,-0.209,0.109,1.96157,1.85554,,0.738,0.811,322,289,No,
bt__bilirubin_total,Bilirubin total,Liver,continuous,0.056,-0.124,0.236,0.471536,0.490994,,0.589,0.811,250,226,No,
bt__alt_gpt,Alt gpt,Liver,continuous,0.024,-0.12,0.167,2.07268,2.23209,,0.851,0.851,399,349,No,
 PES PLANUS,Pes planus,Medical conditions,binary,,-0.001,0.003,0.0,0.000967118,0.000967,1.0,1.0,1034,1034,No,
ADHD,Attention deficit hyperactivity disorder (ADHD),Medical conditions,binary,,-0.042,0.018,0.147969,0.136364,-0.0116,1.0,1.0,1034,1034,No,
AV. Conduction Disorder,AV. Conduction Disorder,Medical conditions,binary,,-0.004,0.004,0.00193424,0.00193424,0.0,1.0,1.0,1034,1034,No,
Allergy,Allergy,Medical conditions,binary,,-0.033,0.037,0.205996,0.20793,0.00193,1.0,1.0,1034,1034,No,
Anal Fissure,Anal Fissure,Medical conditions,binary,,-0.017,0.022,0.0522244,0.0551257,0.0029,1.0,1.0,1034,1034,No,
Anal abscess,Anal abscess,Medical conditions,binary,,0.001,0.013,0.00193424,0.00870406,0.00677,1.0,1.0,1034,1034,No,
Anxiety,Anxiety,Medical conditions,binary,,-0.027,0.006,0.0425532,0.0319149,-0.0106,1.0,1.0,1034,1034,No,
Asthma,Asthma,Medical conditions,binary,,-0.023,0.011,0.0444874,0.0386847,-0.0058,1.0,1.0,1034,1034,No,
B12 Deficiency,B12 Deficiency,Medical conditions,binary,,-0.033,0.006,0.0618956,0.0483559,-0.0135,1.0,1.0,1034,1034,No,
Back Pain,Back Pain,Medical conditions,binary,,-0.046,0.015,0.156673,0.141199,-0.0155,1.0,1.0,1034,1034,No,
Breast fibrocystic change,Breast fibrocystic change,Medical conditions,binary,,-0.005,0.003,0.00290135,0.00193424,-0.000967,1.0,1.0,1034,1034,No,
Depression,Depression,Medical conditions,binary,,-0.014,0.016,0.0309478,0.0319149,0.000967,1.0,1.0,1034,1034,No,
Fractures,Fractures,Medical conditions,binary,,-0.015,0.03,0.0715667,0.0793037,0.00774,1.0,1.0,1034,1034,No,
Gallbladder Polyp,Gallbladder Polyp,Medical conditions,binary,,-0.001,0.005,0.0,0.00193424,0.00193,1.0,1.0,1034,1034,No,
Gestational diabetes,Gestational diabetes,Medical conditions,binary,,-0.004,0.002,0.00193424,0.000967118,-0.000967,1.0,1.0,1034,1034,No,
Glaucoma,Glaucoma,Medical conditions,binary,,-0.008,0.006,0.00773694,0.00676983,-0.000967,1.0,1.0,1034,1034,No,
Goiter,Goiter,Medical conditions,binary,,-0.005,0.008,0.00483559,0.00676983,0.00193,1.0,1.0,1034,1034,No,
Haemangioma,Haemangioma,Medical conditions,binary,,-0.003,0.003,0.000967118,0.000967118,0.0,1.0,1.0,1034,1034,No,
Haemorrhoids,Haemorrhoids,Medical conditions,binary,,-0.064,0.004,0.203095,0.173114,-0.03,1.0,1.0,1034,1034,No,
Headache,Headache,Medical conditions,binary,,-0.016,0.014,0.0319149,0.0309478,-0.000967,1.0,1.0,1034,1034,No,
Hearing loss,Hearing loss,Medical conditions,binary,,-0.009,0.021,0.0280464,0.0338491,0.0058,1.0,1.0,1034,1034,No,
Hypercoagulability ,Hypercoagulability,Medical conditions,binary,,-0.003,0.009,0.00386847,0.00676983,0.0029,1.0,1.0,1034,1034,No,
Insomnia,Insomnia,Medical conditions,binary,,-0.024,-0.001,0.0232108,0.0106383,-0.0126,1.0,1.0,1034,1034,No,
Intervertebral disc stenosis cervical region,Intervertebral disc stenosis cervical region,Medical conditions,binary,,-0.001,0.005,0.0,0.00193424,0.00193,1.0,1.0,1034,1034,No,
Iron Defficiency,Iron Defficiency,Medical conditions,binary,,-0.003,0.007,0.00193424,0.00386847,0.00193,1.0,1.0,1034,1034,No,
Lactose Intolerance,Lactose Intolerance,Medical conditions,binary,,-0.002,0.008,0.00193424,0.00483559,0.0029,1.0,1.0,1034,1034,No,
Meniscus Tears,Meniscus Tears,Medical conditions,binary,,-0.009,0.003,0.00676983,0.00386847,-0.0029,1.0,1.0,1034,1034,No,
Ocular Hypertension,Ocular Hypertension,Medical conditions,binary,,-0.004,0.002,0.00193424,0.000967118,-0.000967,1.0,1.0,1034,1034,No,
Oral apthae,Oral apthae,Medical conditions,binary,,-0.018,0.014,0.0357834,0.0338491,-0.00193,1.0,1.0,1034,1034,No,
Overweight,Overweight,Medical conditions,binary,,-0.001,0.003,0.0,0.000967118,0.000967,1.0,1.0,1034,1034,No,
